gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Student_ID,Feedback_Text,Risk_Level,gpa,attendance_rate,participation_score,late_submissions
female,group D,bachelor's degree,standard,completed,64,71,79,STU13352,I find the coursework challenging but rewarding.,0,2.67,95,75,2
male,group C,associate's degree,standard,completed,82,72,76,STU13353,I feel confident about my progress this semester.,0,3.08,97,75,1
female,group C,some college,standard,completed,69,93,87,STU13354,I feel confident about my progress this semester.,0,3.63,86,80,1
female,group C,bachelor's degree,standard,none,82,85,91,STU13355,I feel confident about my progress this semester.,0,3.07,97,84,2
female,group C,bachelor's degree,standard,none,82,86,92,STU13356,I find the coursework challenging but rewarding.,0,3.08,90,83,2
female,group B,high school,free/reduced,none,61,73,75,STU13357,Some topics are clear but others are confusing.,1,3.0,70,85,5
female,group C,some high school,free/reduced,none,41,47,52,STU13358,The questions were confusing and I couldn't finish on time.,2,2.11,61,40,8
female,group E,master's degree,standard,none,66,72,71,STU13359,I participate actively in class discussions.,0,2.88,100,83,2
male,group D,some high school,standard,none,56,54,59,STU13360,I missed several classes and can't catch up.,2,2.64,55,10,6
female,group B,high school,standard,none,59,57,58,STU13361,I have difficulty concentrating during class.,2,2.65,43,10,7
female,group E,some college,standard,none,65,67,62,STU13362,I am doing well and understanding the concepts clearly.,0,2.79,97,78,2
female,group C,master's degree,free/reduced,completed,60,84,81,STU13363,I feel supported by my teachers and peers.,0,3.08,91,75,1
male,group D,bachelor's degree,standard,none,74,72,70,STU13364,The test was manageable and I understood most concepts.,0,3.09,91,89,2
female,group A,associate's degree,standard,none,81,96,98,STU13365,I'm motivated to keep improving my grades.,0,4.0,98,89,2
male,group B,bachelor's degree,free/reduced,completed,92,95,90,STU13366,I am satisfied with my performance and feel well-prepared.,0,3.68,85,95,0
male,group C,bachelor's degree,standard,completed,92,82,79,STU13367,I participate actively in class discussions.,0,3.3,86,75,0
male,group B,some college,standard,none,77,70,72,STU13368,I love this subject and enjoy the classes.,0,3.23,88,76,0
male,group D,some college,free/reduced,none,56,63,65,STU13369,I understand the basics but struggle with advanced topics.,1,2.83,74,52,4
male,group A,bachelor's degree,standard,none,61,67,65,STU13370,I think I could do better if I focused more.,1,2.51,82,73,2
female,group C,some high school,standard,none,79,87,92,STU13371,"Great learning experience, the teacher is very helpful.",0,3.34,89,78,1
female,group D,high school,standard,completed,53,73,73,STU13372,"I feel neutral about school, neither excited nor worried.",1,2.95,74,70,4
female,group C,some high school,standard,none,73,96,89,STU13373,I enjoy group projects and collaborative learning.,0,3.79,90,78,2
male,group E,high school,free/reduced,completed,62,58,54,STU13374,I love this subject and enjoy the classes.,0,2.43,94,89,0
male,group D,high school,free/reduced,none,61,58,61,STU13375,I understand the basics but struggle with advanced topics.,1,2.31,87,68,3
female,group D,high school,standard,completed,54,58,63,STU13376,"It was fine, not great. I have room to improve.",1,2.19,73,64,5
male,group D,some college,standard,none,71,63,66,STU13377,I am satisfied with my performance and feel well-prepared.,0,2.33,89,84,1
male,group E,some college,free/reduced,none,90,88,81,STU13378,The study materials are excellent and easy to follow.,0,3.13,86,75,2
male,group A,associate's degree,free/reduced,none,58,62,52,STU13379,I need to study more consistently going forward.,1,2.65,72,80,2
female,group B,associate's degree,standard,none,51,49,49,STU13380,I'm considering dropping out because I can't keep up.,2,2.36,71,20,10
male,group D,associate's degree,standard,none,61,50,41,STU13381,I missed several classes and can't catch up.,2,2.21,62,45,9
male,group A,bachelor's degree,standard,completed,90,80,87,STU13382,The study materials are excellent and easy to follow.,0,3.47,90,80,2
female,group C,high school,free/reduced,completed,52,61,67,STU13383,I need to study more consistently going forward.,1,2.28,80,56,4
male,group B,high school,standard,completed,80,67,62,STU13384,I participate actively in class discussions.,0,2.68,87,89,0
male,group C,some college,free/reduced,none,65,64,57,STU13385,I feel supported by my teachers and peers.,0,2.76,86,86,1
female,group D,some high school,standard,completed,65,81,81,STU13386,I find the coursework challenging but rewarding.,0,2.99,94,83,1
male,group D,some high school,standard,none,63,66,63,STU13387,Some topics are clear but others are confusing.,1,2.45,74,69,4
male,group C,high school,free/reduced,none,26,39,39,STU13388,I feel isolated and don't have anyone to help me.,2,1.58,58,17,11
male,group D,some high school,standard,none,83,80,76,STU13389,The test was manageable and I understood most concepts.,0,3.03,99,81,1
male,group E,some college,standard,none,67,57,62,STU13390,My grades are acceptable but not where I want them.,1,2.11,77,81,5
female,group C,associate's degree,free/reduced,none,48,62,58,STU13391,"It was fine, not great. I have room to improve.",1,2.26,83,55,1
male,group D,bachelor's degree,standard,none,79,69,67,STU13392,I love this subject and enjoy the classes.,0,2.88,90,88,0
male,group A,some high school,standard,none,51,56,51,STU13393,I missed several classes and can't catch up.,2,1.85,75,14,9
male,group B,high school,standard,none,70,66,64,STU13394,I sometimes fall behind on homework but catch up eventually.,1,2.42,79,85,4
female,group C,bachelor's degree,standard,none,83,91,89,STU13395,I feel confident about my progress this semester.,0,3.16,90,78,1
female,group E,high school,standard,none,55,55,48,STU13396,I feel overwhelmed by the amount of work assigned.,2,2.24,60,24,11
female,group E,some college,standard,none,66,74,77,STU13397,I understand lectures but struggle with practice problems.,1,2.57,88,56,3
female,group C,high school,free/reduced,completed,46,61,59,STU13398,I sometimes fall behind on homework but catch up eventually.,1,2.04,82,81,1
female,group B,associate's degree,free/reduced,completed,73,76,83,STU13399,The study materials are excellent and easy to follow.,0,3.29,90,93,1
female,group C,high school,standard,none,54,62,66,STU13400,The exam was average difficulty for me.,1,2.21,82,58,5
male,group C,associate's degree,standard,none,85,80,76,STU13401,I find the coursework challenging but rewarding.,0,3.52,98,83,1
female,group A,associate's degree,free/reduced,none,36,55,59,STU13402,"I feel neutral about school, neither excited nor worried.",1,2.23,71,57,1
male,group C,some college,free/reduced,none,58,60,59,STU13403,My performance varies a lot depending on the subject.,1,2.14,70,84,2
male,group C,some college,free/reduced,none,79,73,76,STU13404,My confidence in this subject has grown significantly.,0,3.21,90,78,2
female,group D,some college,standard,completed,70,77,81,STU13405,The test was manageable and I understood most concepts.,0,2.97,94,84,0
female,group C,associate's degree,standard,completed,82,88,88,STU13406,I'm motivated to keep improving my grades.,0,3.26,94,94,2
male,group C,high school,standard,none,57,65,54,STU13407,I sometimes fall behind on homework but catch up eventually.,1,2.3,87,73,4
male,group C,high school,free/reduced,none,56,71,64,STU13408,The workload is manageable but sometimes overwhelming.,1,2.75,74,83,1
female,group D,master's degree,free/reduced,completed,45,63,65,STU13409,I struggled a lot with the material this term.,2,1.96,69,44,13
male,group D,master's degree,standard,none,88,86,90,STU13410,I'm motivated to keep improving my grades.,0,3.8,87,79,1
female,group D,some high school,standard,none,63,53,54,STU13411,"It was fine, not great. I have room to improve.",1,2.59,84,55,4
female,group B,high school,standard,none,65,76,76,STU13412,I am doing well and understanding the concepts clearly.,0,2.92,93,85,0
female,group C,high school,free/reduced,none,37,65,57,STU13413,I have no motivation to study anymore.,2,2.06,50,43,10
male,group A,high school,standard,none,54,54,52,STU13414,I am disappointed with my scores and feel lost.,2,2.31,41,23,12
female,group E,bachelor's degree,standard,none,77,81,82,STU13415,I participate actively in class discussions.,0,3.15,88,99,0
female,group C,some college,standard,none,87,79,87,STU13416,I find the coursework challenging but rewarding.,0,3.76,100,92,0
female,group C,high school,free/reduced,none,40,65,58,STU13417,My grades are acceptable but not where I want them.,1,1.78,70,60,1
female,group C,bachelor's degree,free/reduced,completed,66,72,80,STU13418,Some topics are clear but others are confusing.,0,2.62,98,88,2
male,group C,associate's degree,standard,none,50,51,38,STU13419,I need more time to grasp certain concepts.,1,1.52,80,82,5
male,group C,high school,free/reduced,none,66,50,58,STU13420,I understand lectures but struggle with practice problems.,1,2.69,70,70,2
female,group D,some college,standard,none,77,89,85,STU13421,I feel confident about my progress this semester.,0,2.96,88,78,2
male,group D,associate's degree,free/reduced,none,52,56,54,STU13422,"I feel neutral about school, neither excited nor worried.",1,1.96,87,58,5
male,group C,high school,standard,none,57,50,47,STU13423,I am stressed and falling behind in multiple subjects.,2,2.35,62,17,7
male,group A,bachelor's degree,standard,completed,70,56,65,STU13424,I did okay but could do better with more effort.,1,2.7,80,84,1
male,group A,high school,standard,none,65,58,60,STU13425,The course material is too difficult for me.,2,2.27,43,18,8
female,group C,some college,standard,none,55,51,47,STU13426,I sometimes fall behind on homework but catch up eventually.,1,1.7,80,83,4
male,group C,high school,free/reduced,none,71,68,58,STU13427,I enjoy group projects and collaborative learning.,0,2.96,87,81,2
female,group C,some high school,standard,completed,70,72,80,STU13428,The study materials are excellent and easy to follow.,0,3.01,91,86,0
male,group A,bachelor's degree,standard,completed,90,80,84,STU13429,I enjoy group projects and collaborative learning.,0,3.55,95,92,1
male,group E,bachelor's degree,standard,completed,97,100,99,STU13430,My confidence in this subject has grown significantly.,0,4.0,98,77,1
male,group C,some high school,standard,none,47,50,41,STU13431,I am stressed and falling behind in multiple subjects.,2,1.64,61,34,10
male,group B,high school,standard,completed,71,65,57,STU13432,I sometimes fall behind on homework but catch up eventually.,1,2.46,73,56,4
female,group E,high school,standard,none,47,54,42,STU13433,I attend classes regularly but don't always pay attention.,1,2.0,74,82,2
male,group D,some college,free/reduced,none,48,54,42,STU13434,I think I might fail this course without help.,2,2.2,74,48,10
male,group E,some high school,standard,completed,94,85,73,STU13435,I enjoy group projects and collaborative learning.,0,3.29,95,82,1
female,group C,bachelor's degree,standard,none,82,93,90,STU13436,I feel confident about my progress this semester.,0,3.44,93,83,0
male,group C,some college,standard,none,63,63,53,STU13437,I'm considering dropping out because I can't keep up.,2,2.01,46,49,15
male,group E,some high school,free/reduced,completed,76,81,82,STU13438,My study habits are strong and I feel on track.,0,3.05,91,85,2
female,group D,some college,free/reduced,completed,64,76,76,STU13439,I think I could do better if I focused more.,1,2.81,78,52,3
male,group A,some college,standard,completed,97,100,89,STU13440,I think I could do better if I focused more.,0,3.86,85,79,1
female,group B,high school,standard,none,65,65,60,STU13441,I struggled a lot with the material this term.,2,2.52,53,37,6
female,group E,high school,standard,none,76,74,77,STU13442,I feel supported by my teachers and peers.,0,3.32,93,95,1
female,group C,associate's degree,standard,completed,57,75,68,STU13443,My study habits are strong and I feel on track.,0,2.87,92,93,1
female,group C,some college,standard,none,67,68,66,STU13444,My grades are acceptable but not where I want them.,1,2.61,71,76,4
